lon,lat,alt,distance_from_start_km,distance_from_start_mi,cumulative_distance_mi
-78.63596,36.74922,0,0.024414553,0.015171203,201.0069363
-78.63594,36.74925,0,0.003781949,0.002350103,201.0092864
-78.63558,36.74998,0,0.08727952,0.054235494,201.0635219
-78.63529,36.75047,0,0.060301341,0.037471253,201.1009932
-78.63478,36.75115,0,0.088214985,0.054816791,201.15581
-78.63186,36.75454,0,0.458005791,0.284604799,201.4404148
-78.63152,36.75501,0,0.06040524,0.037535816,201.4779506
-78.63112,36.75567,0,0.081583054,0.05069571,201.5286463
-78.63111,36.7557,0,0.003452761,0.002145546,201.5307918
-78.62983,36.7583,0,0.310782826,0.193120448,201.7239123
-78.63035,36.75849,0,0.050914758,0.03163843,201.7555507
-78.63047,36.75856,0,0.013223717,0.008217217,201.7637679
-78.63067,36.75873,0,0.025976458,0.016141771,201.7799097
-78.63074,36.75884,0,0.013729362,0.008531426,201.7884411
-78.63075,36.75893,0,0.010047116,0.006243278,201.7946844
-78.63086,36.75905,0,0.016555155,0.010287374,201.8049718
-78.63105,36.75947,0,0.049674506,0.030867738,201.8358395
-78.63138,36.76051,0,0.119320831,0.074145964,201.9099855
-78.63139,36.76051,0,0.000890832,0.000553563,201.910539
-78.63147,36.76067,0,0.019165475,0.011909426,201.9224485
-78.63148,36.76068,0,0.001424784,0.000885361,201.9233338
-78.63157,36.76082,0,0.017510573,0.01088107,201.9342149
-78.63169,36.76097,0,0.019810894,0.012310489,201.9465254
-78.63248,36.76183,0,0.118731916,0.073780013,202.0203054
-78.63258,36.76197,0,0.017935878,0.011145355,202.0314508
-78.63262,36.76201,0,0.005699097,0.003541419,202.0349922
-78.63286,36.7624,0,0.048349707,0.030044508,202.0650367
-78.63294,36.76257,0,0.02020186,0.012553436,202.0775901
-78.63309,36.76283,0,0.031849222,0.019791107,202.0973812
-78.63316,36.76299,0,0.018852305,0.011714822,202.109096
-78.63317,36.763,0,0.001424767,0.00088535,202.1099814
-78.63329,36.7633,0,0.035029357,0.021767242,202.1317486
-78.63364,36.76438,0,0.124071694,0.077098151,202.2088468
-78.63383,36.76514,0,0.086186294,0.053556163,202.262403
-78.63387,36.76539,0,0.028026152,0.017415451,202.2798184
-78.63396,36.7658,0,0.046289441,0.028764258,202.3085827
-78.63405,36.76609,0,0.033228144,0.020647969,202.3292306
-78.63483,36.76765,0,0.186861269,0.116115593,202.4453462
-78.63528,36.76841,0,0.093532414,0.058121042,202.5034673
-78.63614,36.76959,0,0.151934499,0.094412098,202.5978794
-78.63625,36.7697,0,0.015671904,0.009738521,202.6076179
-78.63676,36.77013,0,0.065952701,0.040983008,202.6486009
-78.64042,36.77304,0,0.459321716,0.285422514,202.9340234
-78.64093,36.7735,0,0.068408371,0.042508962,202.9765324
-78.64127,36.77391,0,0.054731203,0.034009969,203.0105423
-78.6415,36.77427,0,0.044967437,0.027942765,203.0384851
-78.64229,36.77582,0,0.186161541,0.115680782,203.1541659
-78.64238,36.77603,0,0.024688466,0.015341413,203.1695073
-78.64244,36.77625,0,0.025039767,0.015559711,203.185067
-78.64245,36.77636,0,0.012263826,0.007620741,203.1926878
-78.64246,36.7764,0,0.004536094,0.002818729,203.1955065
-78.64247,36.77668,0,0.031147316,0.019354942,203.2148614
-78.64238,36.77955,0,0.319230089,0.198369577,203.413231
-78.64243,36.77979,0,0.027055757,0.016812447,203.4300434
-78.64249,36.77998,0,0.021792341,0.013541761,203.4435852
-78.64264,36.78032,0,0.040097115,0.024916347,203.4685016
-78.6431,36.78102,0,0.087959348,0.054657939,203.5231595
-78.64345,36.78162,0,0.073639399,0.045759523,203.568919
-78.64352,36.78177,0,0.017806206,0.011064777,203.5799838
-78.64357,36.78192,0,0.017263415,0.010727486,203.5907113
-78.64361,36.78208,0,0.018144326,0.011274884,203.6019862
-78.64362,36.78225,0,0.018924105,0.011759439,203.6137456
-78.6436,36.7847,0,0.272433392,0.16929011,203.7830357
-78.64358,36.78488,0,0.020094179,0.012486523,203.7955222
-78.64358,36.78494,0,0.006671696,0.004145792,203.799668
-78.64353,36.78516,0,0.024864825,0.015451002,203.815119
-78.64345,36.78541,0,0.02869714,0.017832403,203.8329514
-78.64328,36.78579,0,0.044884311,0.027891111,203.8608425
-78.64311,36.78605,0,0.032634649,0.020279171,203.8811217
-78.64283,36.78642,0,0.048108463,0.029894599,203.9110163
-78.64041,36.78901,0,0.359698947,0.223516926,204.1345332
-78.63991,36.78961,0,0.080209813,0.049842378,204.1843756
-78.63986,36.78971,0,0.011977794,0.007443001,204.1918186
-78.63985,36.78972,0,0.001424573,0.00088523,204.1927038
-78.63979,36.78987,0,0.017514112,0.010883269,204.2035871
-78.63976,36.79,0,0.014700123,0.009134656,204.2127218
-78.63973,36.79021,0,0.023503252,0.014604921,204.2273267
-78.63974,36.79054,0,0.036705129,0.022808567,204.2501353
-78.63978,36.7907,0,0.018144247,0.011274835,204.2614101
-78.64005,36.79222,0,0.170717776,0.106084026,204.3674941
-78.64009,36.79291,0,0.076807132,0.047727952,204.4152221
-78.64007,36.79369,0,0.086750325,0.053906652,204.4691287
-78.63997,36.79541,0,0.191462444,0.118974762,204.5881035
-78.64001,36.79585,0,0.049055238,0.030482925,204.6185864
-78.64012,36.79622,0,0.042291945,0.026280214,204.6448666
-78.64018,36.79637,0,0.017513973,0.010883183,204.6557498
-78.64029,36.79658,0,0.025321915,0.015735038,204.6714848
-78.64049,36.79685,0,0.034906889,0.021691141,204.693176
-78.64068,36.79707,0,0.029742949,0.018482269,204.7116583
-78.64206,36.7985,0,0.200952835,0.124872092,204.8365303
-78.6424,36.7989,0,0.053802933,0.033433142,204.8699635
-78.64253,36.79911,0,0.026062361,0.016195151,204.8861586
-78.64265,36.79938,0,0.031867201,0.019802279,204.9059609
-78.6427,36.79957,0,0.021590994,0.013416644,204.9193776
-78.64274,36.79981,0,0.026923385,0.016730192,204.9361078
-78.6428,36.80055,0,0.082457483,0.05123908,204.9873468
-78.64281,36.80059,0,0.004536039,0.002818695,204.9901655
-78.64281,36.80109,0,0.055597463,0.034548264,205.0247138
-78.64279,36.80127,0,0.020094145,0.012486502,205.0372003
-78.64279,36.80135,0,0.008895594,0.005527722,205.042728
-78.64261,36.80224,0,0.100252754,0.062297061,205.1050251
-78.64243,36.8027,0,0.053601559,0.033308009,205.1383331
-78.64109,36.80556,0,0.339659314,0.211064298,205.3493974
-78.64096,36.80591,0,0.040602773,0.025230563,205.374628
-78.64073,36.80683,0,0.104328594,0.064829788,205.4394577
-78.64066,36.80728,0,0.050424313,0.031333668,205.4707914
-78.64063,36.80778,0,0.055661579,0.034588105,205.5053795
-78.64066,36.80997,0,0.243531535,0.151330496,205.65671
-78.64063,36.81088,0,0.101222623,0.062899738,205.7196097
-78.64009,36.81584,0,0.553617866,0.344018142,206.0636279
-78.6397,36.81766,0,0.205330981,0.127592672,206.1912206
-78.63955,36.81825,0,0.066950019,0.041602742,206.2328233
-78.63941,36.81864,0,0.045121155,0.028038286,206.2608616
-78.63905,36.81934,0,0.084174964,0.052306323,206.3131679
-78.63893,36.81951,0,0.021712407,0.01349209,206.32666
-78.63796,36.82117,0,0.203779897,0.126628828,206.4532888
-78.63784,36.82148,0,0.036087459,0.022424747,206.4757136
-78.63778,36.82182,0,0.038181642,0.023726072,206.4994396
-78.63777,36.82198,0,0.017813441,0.011069272,206.5105089
-78.63777,36.82301,0,0.114530774,0.071169423,206.5816783
-78.63775,36.8235,0,0.054514589,0.033875365,206.6155537
-78.63771,36.82386,0,0.040188197,0.024972946,206.6405267
-78.63766,36.82415,0,0.032552193,0.020227933,206.6607546
-78.63756,36.82451,0,0.041007813,0.025482255,206.6862368
-78.64173,36.82589,0,0.401632563,0.249574475,206.9358113
-78.64174,36.8259,0,0.00142431,0.000885066,206.9366964
-78.64328,36.82632,0,0.144808226,0.089983832,207.0266802
-78.64351,36.8264,0,0.022320725,0.013870098,207.0405503
-78.64346,36.82648,0,0.009946708,0.006180884,207.0467312
-78.64374,36.8266,0,0.028269097,0.017566417,207.0642976
-78.64379,36.82663,0,0.005561762,0.003456079,207.0677537
-78.64396,36.82671,0,0.017552226,0.010906954,207.0786606
-78.64435,36.82696,0,0.044471537,0.027634613,207.1062953
-78.64454,36.82711,0,0.023752527,0.014759821,207.1210551
-78.64491,36.82748,0,0.052699087,0.032747213,207.1538023
-78.64495,36.82751,0,0.004878831,0.003031705,207.156834
-78.64531,36.82792,0,0.055723591,0.034626639,207.1914606
-78.64545,36.82806,0,0.019940124,0.012390793,207.2038514
-78.64571,36.82826,0,0.03209496,0.019943808,207.2237952
-78.64582,36.82833,0,0.012507543,0.007772187,207.2315674
-78.64596,36.82839,0,0.014134287,0.008783046,207.2403505
-78.64605,36.82844,0,0.009750742,0.006059111,207.2464096
-78.64608,36.82857,0,0.014699878,0.009134504,207.2555441
-78.64484,36.82877,0,0.112583197,0.069959199,207.3255033
-78.64478,36.82879,0,0.005784787,0.003594666,207.329098
-78.64471,36.8288,0,0.006328715,0.003932663,207.3330306
-78.64454,36.82885,0,0.016119769,0.010016824,207.3430474
-78.64426,36.82898,0,0.028809965,0.017902512,207.36095
-78.64286,36.8299,0,0.161218393,0.100181109,207.4611311
-78.64253,36.8302,0,0.044445809,0.027618626,207.4887497
-78.6408,36.83226,0,0.27600083,0.171506916,207.6602566
-78.64055,36.83259,0,0.042913065,0.026666178,207.6869228
-78.64004,36.83334,0,0.094948027,0.059000704,207.7459235
-78.63976,36.83366,0,0.043440629,0.026994007,207.7729175
-78.63845,36.83476,0,0.168977145,0.105002398,207.8779199
-78.63834,36.83493,0,0.021287689,0.01322817,207.8911481
-78.63831,36.83502,0,0.010357571,0.006436195,207.8975843
-78.63829,36.83514,0,0.013461584,0.008365028,207.9059493
-78.6383,36.83525,0,0.012263776,0.007620711,207.91357
-78.63832,36.83535,0,0.01126105,0.006997616,207.9205676
-78.63838,36.8355,0,0.017513141,0.010882666,207.9314503
-78.63862,36.83601,0,0.060598373,0.037655829,207.9691061
-78.639,36.83667,0,0.080805681,0.05021265,208.0193188
-78.63952,36.83765,0,0.118390189,0.073567663,208.0928864
-78.63963,36.8379,0,0.029472007,0.018313905,208.1112003
-78.6396,36.8379,0,0.002669796,0.001659011,208.1128593
-78.63969,36.83815,0,0.028929562,0.01797683,208.1308362
-78.63975,36.83814,0,0.005454125,0.003389193,208.1342254
-78.64011,36.83891,0,0.091417657,0.056806932,208.1910323
-78.64022,36.83908,0,0.021287444,0.013228018,208.2042603
-78.64046,36.83935,0,0.036844571,0.022895216,208.2271555
-78.64101,36.84009,0,0.095740894,0.059493391,208.2866489
-78.64108,36.84022,0,0.015740443,0.009781111,208.29643
-78.64114,36.84036,0,0.01645752,0.010226703,208.3066567
-78.64119,36.84052,0,0.018339153,0.01139595,208.3180527
-78.6412,36.84064,0,0.013373033,0.008310003,208.3263627
-78.64121,36.84066,0,0.002395338,0.001488463,208.3278511
-78.64175,36.84363,0,0.3337267,0.207377772,208.5352289
-78.64175,36.84367,0,0.004447797,0.002763861,208.5379928
-78.64199,36.84468,0,0.114319461,0.071038113,208.6090309
-78.64201,36.84474,0,0.006904989,0.00429076,208.6133216
-78.64204,36.84497,0,0.025713782,0.015978544,208.6293002
-78.64219,36.84692,0,0.217240542,0.134993273,208.7642935
-78.64234,36.84834,0,0.158459925,0.098466998,208.8627605
-78.64232,36.84875,0,0.045624641,0.028351152,208.8911116
-78.6423,36.84878,0,0.003780859,0.002349426,208.893461
-78.64229,36.84883,0,0.0056305,0.003498793,208.8969598
-78.64197,36.84933,0,0.062464606,0.038815506,208.9357753
-78.64189,36.84949,0,0.019162405,0.011907518,208.9476829
-78.64183,36.84965,0,0.018574954,0.011542476,208.9592253
-78.64177,36.84996,0,0.034881409,0.021675308,208.9809006
-78.64177,36.85005,0,0.010007543,0.006218687,208.9871193
-78.64159,36.85186,0,0.201899071,0.125460083,209.1125794
-78.64152,36.85221,0,0.03941346,0.024491524,209.1370709
-78.64149,36.85243,0,0.024608084,0.015291463,209.1523624
-78.64139,36.85365,0,0.135949285,0.084478886,209.2368413
-78.64135,36.85383,0,0.020329046,0.012632469,209.2494738
-78.64135,36.85387,0,0.004447797,0.002763861,209.2522376
-78.64131,36.854,0,0.014887015,0.009250791,209.2614884
-78.64124,36.85417,0,0.019902742,0.012367564,209.273856
-78.64116,36.85433,0,0.019162237,0.011907414,209.2857634
-78.64115,36.85434,0,0.001424103,0.000884938,209.2866483
-78.6401,36.8561,0,0.216857793,0.134755432,209.4214038
-78.64009,36.85613,0,0.00345246,0.002145359,209.4235491
-78.63957,36.85711,0,0.118385586,0.073564803,209.4971139
-78.63949,36.85723,0,0.015123068,0.009397474,209.5065114
-78.63947,36.85728,0,0.005837559,0.003627459,209.5101389
-78.63943,36.85735,0,0.008558642,0.00531834,209.5154572
-78.63939,36.8575,0,0.017054683,0.01059778,209.526055
-78.63932,36.85812,0,0.069221587,0.043014294,209.5690693
-78.63923,36.85859,0,0.052871471,0.032854332,209.6019236
-78.63939,36.8589,0,0.037294053,0.023174524,209.6250981
-78.6395,36.85908,0,0.022279593,0.013844539,209.6389427
-78.6397,36.85934,0,0.033947642,0.021095065,209.6600377
-78.64046,36.8602,0,0.117117452,0.072776785,209.7328145
-78.64071,36.86052,0,0.041961905,0.026075128,209.7588896
-78.64098,36.861,0,0.058529862,0.036370456,209.7952601
-78.64112,36.86133,0,0.038750573,0.024079606,209.8193397
-78.64203,36.86458,0,0.370340547,0.230129616,210.0494693
-78.64214,36.86482,0,0.028424402,0.017662923,210.0671322
-78.64232,36.86514,0,0.039019545,0.024246745,210.091379
-78.6425,36.86536,0,0.029237822,0.018168383,210.1095474
-78.64299,36.86584,0,0.068912269,0.042822084,210.1523695
-78.64322,36.86603,0,0.029410903,0.018275935,210.1706454
-78.6467,36.86829,0,0.398735944,0.247774516,210.4184199
-78.64671,36.8683,0,0.001424002,0.000884875,210.4193048
-78.64724,36.86864,0,0.060433468,0.037553357,210.4568581
-78.64755,36.8689,0,0.03995378,0.024827279,210.4816854
-78.64768,36.86904,0,0.019392683,0.012050613,210.493736
-78.64788,36.86932,0,0.035859369,0.022283012,210.516019
-78.64798,36.86952,0,0.023952141,0.01488386,210.5309029
-78.64848,36.87037,0,0.104458138,0.064910287,210.5958132
-78.64848,36.87038,0,0.001111949,0.000690965,210.5965041
-78.64861,36.87065,0,0.032172792,0.019992173,210.6164963
-78.64875,36.87101,0,0.041922654,0.026050737,210.6425471
-78.64888,36.87157,0,0.063333843,0.03935565,210.6819027
-78.64888,36.87159,0,0.002223899,0.001381931,210.6832846
-78.64905,36.87243,0,0.094619956,0.05879684,210.7420815
-78.64918,36.87404,0,0.179396915,0.111477243,210.8535587
-78.64927,36.87435,0,0.035387847,0.021990008,210.8755487
-78.64948,36.87491,0,0.065010578,0.040397573,210.9159463
-78.64956,36.87507,0,0.01916152,0.011906969,210.9278533
-78.64975,36.87536,0,0.036406921,0.022623261,210.9504765
-78.64985,36.87548,0,0.016036404,0.009965021,210.9604416
-78.64996,36.87559,0,0.015663437,0.00973326,210.9701748
-78.64997,36.87559,0,0.000889493,0.000552731,210.9707275
-78.65012,36.87573,0,0.020502676,0.012740363,210.9834679
-78.65021,36.8758,0,0.011165656,0.006938339,210.9904062
-78.65134,36.87688,0,0.156602498,0.097312792,211.087719
-78.65191,36.8773,0,0.068931604,0.042834098,211.1305531
-78.65192,36.87732,0,0.00239518,0.001488365,211.1320415
-78.65286,36.87815,0,0.124532756,0.077384655,211.2094262
-78.65341,36.87868,0,0.076591985,0.047594259,211.2570204
-78.6535,36.87879,0,0.014618137,0.00908371,211.2661041
-78.65366,36.87907,0,0.034232894,0.02127232,211.2873764
-78.65369,36.87918,0,0.012519117,0.007779379,211.2951558
-78.65389,36.87974,0,0.064760291,0.040242045,211.3353979
-78.65391,36.87977,0,0.003780519,0.002349215,211.3377471
-78.65397,36.87991,0,0.016456624,0.010226146,211.3479732
-78.65417,36.88026,0,0.042791005,0.026590331,211.3745636
-78.65433,36.88049,0,0.029267617,0.018186897,211.3927505
-78.65452,36.88069,0,0.027931301,0.01735651,211.410107
-78.65464,36.88078,0,0.014631066,0.009091744,211.4191987
-78.65477,36.88085,0,0.013938411,0.008661329,211.42786
-78.65548,36.88115,0,0.071418851,0.044379674,211.4722397
-78.65579,36.88134,0,0.034735866,0.021584867,211.4938246
-78.6562,36.88165,0,0.050179763,0.031181704,211.5250063
-78.6564,36.88182,0,0.025956827,0.016129573,211.5411359
-78.65684,36.88235,0,0.070743438,0.043959972,211.5850958
-78.65698,36.8825,0,0.020814516,0.01293414,211.59803
-78.65717,36.88266,0,0.024537656,0.0152477,211.6132777
-78.65729,36.88274,0,0.013893988,0.008633724,211.6219114
-78.6575,36.88285,0,0.022326233,0.013873521,211.6357849
-78.65744,36.88302,0,0.019641951,0.012205509,211.6479904
-78.65726,36.88364,0,0.070775261,0.043979747,211.6919702
-78.65723,36.88381,0,0.019090518,0.011862848,211.703833
-78.65724,36.88418,0,0.041151735,0.025571688,211.7294047
-78.65733,36.88469,0,0.057271543,0.035588537,211.7649932
-78.65733,36.88471,0,0.002223899,0.001381931,211.7663752
-78.65744,36.88543,0,0.080655876,0.050119561,211.8164947
-78.65745,36.88544,0,0.001423877,0.000884797,211.8173795
-78.65751,36.88592,0,0.053639659,0.033331684,211.8507112
-78.65775,36.88735,0,0.160434969,0.09969429,211.9504055
-78.65776,36.88738,0,0.003452367,0.002145301,211.9525508
-78.65789,36.88824,0,0.096324008,0.059855739,212.0124066
-78.65788,36.88836,0,0.013372996,0.00830998,212.0207165
-78.65786,36.88847,0,0.012360093,0.007680562,212.0283971
-78.65779,36.88871,0,0.027403282,0.017028399,212.0454255
-78.65764,36.88899,0,0.033872109,0.021048129,212.0664736
-78.65754,36.88908,0,0.013388162,0.008319404,212.074793
-78.65741,36.88923,0,0.020294383,0.01261093,212.087404
-78.65713,36.88951,0,0.039867749,0.024773819,212.1121778
-78.65663,36.88994,0,0.065294901,0.040574252,212.152752
-78.65618,36.89039,0,0.064072908,0.039814905,212.1925669
-78.65569,36.89101,0,0.081558299,0.050680327,212.2432473
-78.65544,36.89138,0,0.046765061,0.029059809,212.2723071
-78.65536,36.89158,0,0.023349263,0.014509232,212.2868163
-78.65512,36.89244,0,0.097980503,0.060885085,212.3477014
-78.65495,36.8928,0,0.042789824,0.026589597,212.374291
-78.65486,36.89296,0,0.019508573,0.012122627,212.3864136
-78.65402,36.89393,0,0.131200853,0.08152821,212.4679418
-78.65378,36.89431,0,0.047338309,0.029416025,212.4973578
-78.6537,36.89448,0,0.020197533,0.012550747,212.5099086
-78.65367,36.89453,0,0.006166687,0.00383198,212.5137406
-78.65362,36.89506,0,0.059100805,0.03672524,212.5504658
-78.65365,36.89619,0,0.125678585,0.078096672,212.6285625
-78.65368,36.89637,0,0.020192093,0.012547367,212.6411098
-78.65371,36.89649,0,0.013607461,0.008455676,212.6495655
-78.65378,36.89668,0,0.022024964,0.013686313,212.6632518
-78.65384,36.8968,0,0.014370576,0.008929876,212.6721817
-78.6541,36.89721,0,0.051117421,0.031764365,212.7039461
-78.65419,36.89738,0,0.020527523,0.012755803,212.7167019
-78.65429,36.89754,0,0.019889718,0.012359471,212.7290614
-78.65435,36.89769,0,0.017511816,0.010881843,212.7399432
-78.65436,36.89779,0,0.011154992,0.006931712,212.7468749
-78.65436,36.8979,0,0.012231442,0.007600618,212.7544755
-78.65435,36.89798,0,0.008939929,0.005555272,212.7600308
-78.65432,36.89807,0,0.010357004,0.006435842,212.7664666
-78.65432,36.89808,0,0.001111949,0.000690965,212.7671576
-78.65367,36.89892,0,0.109841087,0.068255251,212.8354129
-78.65359,36.89905,0,0.016110944,0.010011341,212.8454242
-78.65354,36.89916,0,0.013014451,0.00808718,212.8535114
-78.65345,36.89946,0,0.034305033,0.021317147,212.8748285
-78.65337,36.90095,0,0.165833086,0.10304868,212.9778772
-78.65336,36.90185,0,0.100079384,0.062189329,213.0400665
-78.65331,36.90227,0,0.046913013,0.029151746,213.0692183
-78.65325,36.9025,0,0.026125375,0.016234308,213.0854526
-78.65318,36.90268,0,0.020960558,0.013024891,213.0984775
-78.65305,36.90293,0,0.030106256,0.018708027,213.1171855
-78.65303,36.90299,0,0.006904639,0.004290543,213.121476
-78.65208,36.90505,0,0.244140203,0.151708722,213.2731848
-78.65201,36.90528,0,0.026321299,0.016356055,213.2895408
-78.652,36.90542,0,0.015592661,0.00968928,213.2992301
-78.65201,36.90564,0,0.024479037,0.015211274,213.3144414
-78.65204,36.90588,0,0.02681976,0.016665799,213.3311072
-78.65211,36.90618,0,0.03393414,0.021086675,213.3521939
-78.65219,36.90638,0,0.023348842,0.014508971,213.3667028
-78.65227,36.90653,0,0.018132643,0.011267625,213.3779704
-78.65306,36.90777,0,0.154742209,0.096156808,213.4741273
-78.65376,36.90869,0,0.119744351,0.07440914,213.5485364
-78.65451,36.90959,0,0.120256687,0.074727505,213.6232639
-78.65455,36.90965,0,0.007560384,0.004698023,213.6279619
-78.65463,36.90974,0,0.012277718,0.007629374,213.6355913
-78.65483,36.91,0,0.033941458,0.021091222,213.6566825
-78.65487,36.91004,0,0.005694792,0.003538744,213.6602213
-78.65498,36.91019,0,0.019335082,0.01201482,213.6722361
-78.65503,36.9103,0,0.013014229,0.008087042,213.6803231
-78.65507,36.91043,0,0.014886387,0.009250401,213.6895735
-78.65521,36.91115,0,0.081022164,0.050347173,213.7399207
-78.65527,36.91125,0,0.01233287,0.007663645,213.7475843
-78.65527,36.91126,0,0.001111949,0.000690965,213.7482753
-78.65535,36.91136,0,0.013199713,0.008202302,213.7564776
-78.65544,36.91145,0,0.01281319,0.007962117,213.7644397
-78.65564,36.9116,0,0.024379876,0.015149655,213.7795894
-78.65607,36.91183,0,0.045995795,0.028581787,213.8081712
-78.65657,36.91206,0,0.051285318,0.031868696,213.8400399
-78.65695,36.9123,0,0.043053216,0.026753269,213.8667931
-78.65715,36.91249,0,0.02761387,0.017159259,213.8839524
-78.65718,36.91253,0,0.005186212,0.003222712,213.8871751
-78.65719,36.91253,0,0.000889063,0.000552464,213.8877276
-78.65756,36.91304,0,0.065559533,0.040738694,213.9284663
-78.65771,36.9133,0,0.031838213,0.019784266,213.9482505
-78.65775,36.91342,0,0.013809154,0.008581008,213.9568315
-78.65777,36.91354,0,0.013461342,0.008364878,213.9651964
-78.65777,36.91366,0,0.013343391,0.008291583,213.973488
-78.65768,36.91437,0,0.079352833,0.04930985,214.0227978
-78.65768,36.91442,0,0.005559746,0.003454826,214.0262527
-78.65758,36.9153,0,0.098254574,0.061055393,214.0873081
-78.65755,36.91545,0,0.016891133,0.01049615,214.0978042
-78.65739,36.9167,0,0.139719608,0.086821765,214.184626
-78.65734,36.91695,0,0.028151875,0.017493575,214.2021196
-78.6569,36.91802,0,0.125243679,0.077826422,214.279946
-78.65672,36.91834,0,0.039014968,0.024243901,214.3041899
-78.65645,36.91877,0,0.053500426,0.033245164,214.337435
-78.65466,36.92111,0,0.304997301,0.189525323,214.5269604
-78.65407,36.92197,0,0.10906645,0.067773892,214.5947343
-78.65402,36.92213,0,0.018338,0.011395233,214.6061295
-78.65397,36.92239,0,0.029250355,0.01817617,214.6243057
-78.65399,36.9226,0,0.023418519,0.014552268,214.6388579
-78.65403,36.92275,0,0.017054048,0.010597386,214.6494553
-78.65408,36.92286,0,0.013013979,0.008086887,214.6575422
-78.65408,36.92287,0,0.001111949,0.000690965,214.6582332
-78.65413,36.92295,0,0.009944196,0.006179323,214.6644125
-78.65471,36.9236,0,0.088781685,0.055168939,214.7195814
-78.65592,36.92482,0,0.173124869,0.107579793,214.8271612
-78.65615,36.92508,0,0.035409464,0.022003441,214.8491647
-78.65618,36.9251,0,0.003472359,0.002157724,214.8513224
-78.65652,36.92544,0,0.048401955,0.030076975,214.8813994
-78.65691,36.92577,0,0.050480781,0.031368757,214.9127681
-78.65709,36.92588,0,0.020139986,0.012514987,214.9252831
-78.6571,36.92588,0,0.000888907,0.000552367,214.9258355
-78.65728,36.92598,0,0.019484693,0.012107788,214.9379433
-78.65736,36.92601,0,0.007854789,0.004880966,214.9428242
-78.65812,36.92623,0,0.071849455,0.044647251,214.9874715
-78.65828,36.92629,0,0.015709532,0.009761903,214.9972334
-78.65845,36.92637,0,0.01753522,0.010896386,215.0081298
-78.65889,36.92662,0,0.047984232,0.029817402,215.0379472
-78.66191,36.92857,0,0.345075973,0.21443021,215.2523774
-78.6621,36.92868,0,0.020852671,0.01295785,215.2653352
-78.66244,36.92892,0,0.040317918,0.025053555,215.2903888
-78.66261,36.92906,0,0.02169509,0.013481329,215.3038701
-78.663,36.92943,0,0.053799584,0.033431061,215.3373012
-78.66389,36.93012,0,0.110203602,0.068480518,215.4057817
-78.66417,36.93027,0,0.029960125,0.018617222,215.4243989
-78.66443,36.93039,0,0.026685747,0.016582523,215.4409814
-78.66459,36.93044,0,0.015269794,0.00948865,215.4504701
-78.66556,36.93081,0,0.095531802,0.059363462,215.5098336
-78.66625,36.93099,0,0.064513877,0.040088923,215.5499225
-78.66642,36.93102,0,0.015474244,0.009615695,215.5595382
-78.6667,36.93102,0,0.024887721,0.01546523,215.5750034
-78.66675,36.93124,0,0.024863304,0.015450057,215.5904535
-78.66678,36.93132,0,0.009286657,0.005770728,215.5962242
-78.66683,36.9314,0,0.009943976,0.006179186,215.6024034
-78.66719,36.9318,0,0.054792136,0.034047833,215.6364512
-78.66728,36.93197,0,0.020526109,0.012754924,215.6492061
-78.66729,36.93201,0,0.004535739,0.002818508,215.6520246
-78.66729,36.93205,0,0.004447797,0.002763861,215.6547885
-78.66726,36.93209,0,0.00518586,0.003222494,215.658011
-78.66722,36.93212,0,0.004875275,0.003029496,215.6610405
-78.66718,36.93214,0,0.004193584,0.002605893,215.6636464
-78.66671,36.93228,0,0.044581442,0.027702908,215.6913493
-78.66665,36.93231,0,0.006290366,0.003908833,215.6952581
-78.66664,36.93231,0,0.000888832,0.00055232,215.6958104
-78.66659,36.93236,0,0.007117677,0.004422925,215.7002334
-78.66656,36.9324,0,0.005185855,0.00322249,215.7034559
-78.66653,36.93246,0,0.007184824,0.00446465,215.7079205
-78.66656,36.93252,0,0.007184824,0.004464649,215.7123852
-78.66661,36.93258,0,0.008016356,0.004981364,215.7173665
-78.66666,36.9326,0,0.004969521,0.003088061,215.7204546
-78.66698,36.93285,0,0.039771143,0.024713788,215.7451684
-78.66708,36.93294,0,0.013384766,0.008317294,215.7534857
-78.66781,36.93346,0,0.086909389,0.054005494,215.8074912
-78.66802,36.93358,0,0.022944171,0.014257508,215.8217487
-78.66808,36.9336,0,0.005778026,0.003590465,215.8253391
-78.66814,36.93361,0,0.005447594,0.003385135,215.8287243
-78.66851,36.93359,0,0.032961341,0.020482177,215.8492064
-78.66948,36.9336,0,0.086222434,0.05357862,215.9027851
-78.66959,36.93359,0,0.009840017,0.006114587,215.9088996
-78.66967,36.93357,0,0.0074502,0.004629554,215.9135292
-78.66972,36.93371,0,0.016189206,0.010059972,215.9235892
-78.66977,36.93381,0,0.011974679,0.007441065,215.9310302
-78.67001,36.93416,0,0.044380865,0.02757827,215.9586085
-78.67004,36.93422,0,0.007184802,0.004464636,215.9630731
-78.67005,36.9343,0,0.008939887,0.005555246,215.9686284
-78.67005,36.93445,0,0.016679239,0.010364479,215.9789929
-78.66998,36.93476,0,0.035027405,0.02176603,216.0007589
-78.66996,36.93537,0,0.067852194,0.042163353,216.0429223
-78.67,36.93547,0,0.011674007,0.007254228,216.0501765
-78.67006,36.93552,0,0.007703844,0.004787169,216.0549636
-78.6702,36.93559,0,0.014677069,0.009120331,216.064084
-78.67045,36.93578,0,0.030660594,0.019052493,216.0831365
-78.67054,36.93587,0,0.01281159,0.007961122,216.0910976
